,policy_id,gender,living_status,age,safty_rating,high_education_ind
9499,policy_4624,M,own,28,55.0,1.0
9500,policy_4624,F,own,42,71.0,1.0
9501,policy_4624,M,dependent,17,44.0,0.0
9502,policy_4625,M,own,43,81.0,1.0
9503,policy_4625,F,own,48,81.0,1.0
9504,policy_4625,F,dependent,18,57.0,0.0
9506,policy_4627,M,rent,53,71.0,0.0
9507,policy_4627,F,dependent,19,59.0,0.0
9508,policy_4627,M,dependent,18,47.0,0.0
9522,policy_4633,M,own,67,59.0,1.0
9524,policy_4635,F,rent,26,66.0,0.0
9526,policy_4637,M,own,34,81.0,1.0
9527,policy_4637,F,own,79,98.0,1.0
9528,policy_4638,M,own,39,84.0,0.0
9529,policy_4638,F,dependent,17,61.0,0.0
9530,policy_4639,F,own,38,77.0,0.0
9531,policy_4639,M,dependent,17,69.0,0.0
9532,policy_4640,M,own,70,68.0,1.0
9533,policy_4640,F,dependent,18,71.0,0.0
9538,policy_4643,M,rent,60,92.0,1.0
9539,policy_4643,F,rent,58,51.0,1.0
9540,policy_4644,M,own,54,45.0,0.0
9541,policy_4644,M,dependent,17,45.0,0.0
9542,policy_4644,F,dependent,17,72.0,0.0
9544,policy_4646,M,rent,48,87.0,0.0
9545,policy_4646,F,rent,42,78.0,0.0
9546,policy_4647,M,own,32,59.0,1.0
9550,policy_4650,M,rent,43,89.0,0.0
9551,policy_4650,F,dependent,16,27.0,0.0
9552,policy_4651,F,rent,58,91.0,0.0
9553,policy_4651,F,dependent,20,54.0,0.0
9554,policy_4652,M,own,52,81.0,0.0
9555,policy_4652,M,dependent,19,70.0,0.0
9556,policy_4652,F,dependent,18,70.0,0.0
9557,policy_4652,M,dependent,20,69.0,0.0
9558,policy_4653,M,rent,33,65.0,1.0
9561,policy_4655,F,own,43,55.0,1.0
9563,policy_4657,M,rent,30,58.0,1.0
9564,policy_4657,F,dependent,18,62.0,0.0
9565,policy_4657,M,dependent,18,79.0,0.0
9566,policy_4657,M,dependent,17,82.0,0.0
9567,policy_4658,M,own,54,87.0,0.0
9570,policy_4660,F,rent,47,81.0,1.0
9577,policy_4663,F,rent,53,85.0,1.0
9578,policy_4664,M,own,51,90.0,1.0
9579,policy_4664,F,own,62,72.0,1.0
9580,policy_4664,M,dependent,18,73.0,0.0
9583,policy_4666,M,own,29,72.0,0.0
9584,policy_4666,F,own,45,79.0,1.0
9585,policy_4666,M,dependent,19,69.0,0.0
9586,policy_4666,M,dependent,16,42.0,0.0
9587,policy_4666,F,dependent,18,77.0,0.0
9588,policy_4667,M,rent,50,91.0,1.0
9592,policy_4670,M,rent,32,92.0,1.0
9593,policy_4670,M,dependent,17,51.0,0.0
9603,policy_4674,M,own,62,72.0,1.0
9604,policy_4674,F,dependent,17,66.0,0.0
9605,policy_4674,F,dependent,17,45.0,0.0
9606,policy_4675,M,own,49,79.0,1.0
9607,policy_4675,F,dependent,17,78.0,0.0
9610,policy_4677,M,own,53,47.0,1.0
9611,policy_4677,F,dependent,17,65.0,0.0
9612,policy_4677,M,dependent,17,77.0,0.0
9613,policy_4677,M,dependent,17,78.0,0.0
9614,policy_4677,F,dependent,20,62.0,0.0
9615,policy_4678,M,own,58,61.0,0.0
9616,policy_4678,F,own,59,67.0,1.0
9617,policy_4678,F,dependent,19,58.0,0.0
9618,policy_4679,M,rent,54,94.0,0.0
9619,policy_4680,M,rent,54,27.0,1.0
9620,policy_4680,F,rent,73,81.0,1.0
9621,policy_4680,F,dependent,17,66.0,0.0
9622,policy_4681,M,rent,52,86.0,1.0
9626,policy_4684,M,own,80,51.0,0.0
9627,policy_4684,M,dependent,16,73.0,0.0
9628,policy_4684,F,dependent,17,26.0,0.0
9632,policy_4687,M,rent,51,78.0,1.0
9633,policy_4687,M,rent,50,88.0,1.0
9634,policy_4688,F,rent,33,88.0,0.0
9635,policy_4689,M,rent,71,79.0,0.0
9636,policy_4689,M,dependent,18,71.0,0.0
9637,policy_4689,F,dependent,17,65.0,0.0
9642,policy_4692,F,rent,52,92.0,1.0
9643,policy_4692,F,dependent,17,80.0,0.0
9644,policy_4692,M,dependent,17,73.0,0.0
9645,policy_4693,M,own,52,77.0,1.0
9646,policy_4693,F,dependent,16,74.0,0.0
9647,policy_4693,F,dependent,18,79.0,0.0
9648,policy_4693,F,dependent,17,70.0,0.0
9652,policy_4695,M,own,48,75.0,0.0
9653,policy_4696,M,dependent,19,60.0,0.0
9654,policy_4697,F,rent,41,89.0,1.0
9660,policy_4701,M,own,37,95.0,1.0
9661,policy_4701,F,dependent,17,83.0,0.0
9662,policy_4701,M,dependent,16,34.0,0.0
9663,policy_4701,M,dependent,17,34.0,0.0
9664,policy_4702,F,own,51,70.0,0.0
9665,policy_4702,F,own,54,87.0,1.0
9666,policy_4702,F,dependent,16,80.0,0.0
9667,policy_4702,M,dependent,17,33.0,0.0
9668,policy_4702,F,dependent,17,72.0,0.0
9674,policy_4705,M,own,65,60.0,1.0
9692,policy_4717,M,own,54,80.0,0.0
9700,policy_4722,M,rent,43,78.0,1.0
9701,policy_4722,M,rent,41,60.0,1.0
9703,policy_4724,M,rent,46,77.0,1.0
9704,policy_4724,F,rent,55,84.0,1.0
9705,policy_4724,M,dependent,18,77.0,0.0
9706,policy_4724,F,dependent,18,78.0,0.0
9707,policy_4725,F,dependent,19,81.0,0.0
9710,policy_4728,M,dependent,17,64.0,0.0
9711,policy_4729,F,own,34,77.0,0.0
9713,policy_4731,M,rent,35,60.0,1.0
9719,policy_4734,F,own,51,79.0,1.0
9722,policy_4736,M,own,48,86.0,0.0
9723,policy_4736,F,dependent,17,78.0,0.0
9724,policy_4736,M,dependent,16,65.0,0.0
9725,policy_4736,F,dependent,18,84.0,0.0
9736,policy_4740,F,rent,32,77.0,1.0
9738,policy_4742,F,own,46,82.0,1.0
9739,policy_4742,M,own,56,45.0,1.0
9740,policy_4742,F,dependent,17,58.0,0.0
9741,policy_4743,F,own,46,53.0,1.0
9742,policy_4743,F,own,63,84.0,1.0
9743,policy_4743,M,dependent,17,51.0,0.0
9744,policy_4743,F,dependent,17,69.0,0.0
9745,policy_4743,M,dependent,17,22.0,0.0
9749,policy_4746,M,rent,43,94.0,1.0
9750,policy_4746,F,rent,54,78.0,0.0
9751,policy_4746,M,dependent,17,74.0,0.0
9752,policy_4747,M,own,48,86.0,0.0
9753,policy_4747,M,own,56,75.0,1.0
9754,policy_4747,F,dependent,22,69.0,1.0
9755,policy_4747,M,dependent,17,86.0,0.0
9756,policy_4747,F,dependent,18,61.0,0.0
9762,policy_4749,M,own,54,78.0,1.0
9763,policy_4749,F,dependent,19,34.0,0.0
9764,policy_4750,M,rent,72,50.0,0.0
9771,policy_4753,F,own,49,49.0,1.0
9772,policy_4753,M,own,53,62.0,0.0
9773,policy_4753,F,dependent,18,75.0,0.0
9774,policy_4753,F,dependent,18,77.0,0.0
9775,policy_4753,F,dependent,16,75.0,0.0
9776,policy_4753,F,dependent,18,73.0,0.0
9780,policy_4756,F,rent,82,38.0,1.0
9781,policy_4757,M,rent,62,86.0,0.0
9782,policy_4757,F,rent,60,91.0,0.0
9783,policy_4758,F,rent,89,70.0,0.0
9784,policy_4759,M,own,55,83.0,0.0
9787,policy_4761,M,own,65,91.0,0.0
9792,policy_4763,M,own,57,81.0,1.0
9824,policy_4778,M,own,43,70.0,0.0
9825,policy_4778,M,own,66,76.0,0.0
9826,policy_4778,M,dependent,20,81.0,0.0
9827,policy_4778,F,dependent,19,72.0,0.0
9832,policy_4782,M,dependent,17,60.0,0.0
9836,policy_4784,F,dependent,17,82.0,0.0
9839,policy_4786,F,own,68,83.0,1.0
9841,policy_4788,F,own,55,25.0,1.0
9848,policy_4791,M,own,46,71.0,0.0
9849,policy_4791,F,own,33,94.0,0.0
9850,policy_4791,F,dependent,20,55.0,0.0
9851,policy_4791,M,dependent,18,79.0,0.0
9852,policy_4791,M,dependent,17,79.0,0.0
9853,policy_4792,M,own,53,95.0,0.0
9854,policy_4792,F,own,58,39.0,1.0
9856,policy_4794,M,own,42,82.0,1.0
9859,policy_4796,M,own,55,56.0,1.0
9866,policy_4800,M,own,42,65.0,1.0
9867,policy_4800,F,own,55,79.0,0.0
9870,policy_4802,F,own,35,67.0,1.0
9871,policy_4802,F,own,43,48.0,0.0
9872,policy_4802,F,dependent,18,81.0,0.0
9873,policy_4802,M,dependent,20,85.0,0.0
9875,policy_4804,F,own,32,85.0,0.0
9877,policy_4806,M,rent,52,78.0,0.0
9878,policy_4807,M,own,56,54.0,0.0
9879,policy_4807,F,dependent,20,60.0,0.0
9880,policy_4807,F,dependent,17,76.0,0.0
9881,policy_4807,F,dependent,19,72.0,0.0
9883,policy_4809,M,own,54,74.0,1.0
9884,policy_4809,M,own,57,71.0,0.0
9890,policy_4812,F,own,67,78.0,1.0
9891,policy_4813,F,own,44,74.0,1.0
9892,policy_4813,M,own,43,87.0,1.0
9893,policy_4813,M,dependent,16,31.0,0.0
9894,policy_4813,F,dependent,18,74.0,0.0
9895,policy_4813,M,dependent,17,78.0,0.0
9897,policy_4815,F,rent,72,86.0,1.0
9898,policy_4815,F,rent,46,66.0,0.0
9900,policy_4817,M,rent,73,73.0,1.0
9901,policy_4817,M,rent,57,71.0,1.0
9902,policy_4818,M,dependent,17,80.0,0.0
9909,policy_4821,M,own,45,86.0,1.0
9913,policy_4823,F,own,63,71.0,1.0
9914,policy_4823,F,dependent,16,60.0,0.0
9915,policy_4823,M,dependent,18,40.0,0.0
9916,policy_4824,M,rent,49,54.0,1.0
9917,policy_4824,F,dependent,17,81.0,0.0
9927,policy_4829,M,own,33,87.0,1.0
9928,policy_4829,M,dependent,17,85.0,0.0
9929,policy_4829,M,dependent,19,60.0,0.0
9933,policy_4833,M,own,62,68.0,1.0
9934,policy_4833,F,own,53,51.0,1.0
9935,policy_4833,M,dependent,18,25.0,0.0
9936,policy_4833,M,dependent,18,82.0,0.0
9937,policy_4833,M,dependent,19,64.0,0.0
9940,policy_4835,F,dependent,17,52.0,0.0
9941,policy_4836,M,rent,50,80.0,0.0
9942,policy_4836,F,dependent,16,69.0,0.0
9943,policy_4836,F,dependent,18,46.0,0.0
9948,policy_4840,F,rent,37,89.0,0.0
9954,policy_4843,M,own,60,86.0,1.0
9955,policy_4843,F,own,54,94.0,0.0
9956,policy_4843,M,dependent,17,53.0,0.0
9957,policy_4843,M,dependent,18,54.0,0.0
9958,policy_4843,M,dependent,17,77.0,0.0
9959,policy_4843,F,dependent,18,75.0,0.0
9965,policy_4845,F,own,29,67.0,0.0
9966,policy_4845,F,dependent,17,65.0,0.0
9967,policy_4846,M,rent,57,56.0,1.0
9968,policy_4846,M,rent,57,73.0,0.0
9969,policy_4847,M,rent,53,39.0,0.0
9970,policy_4847,F,rent,50,73.0,1.0
9971,policy_4848,M,own,48,58.0,1.0
9972,policy_4848,F,own,66,83.0,1.0
9973,policy_4848,F,dependent,17,74.0,0.0
9974,policy_4848,F,dependent,17,56.0,0.0
9975,policy_4848,F,dependent,19,77.0,0.0
9991,policy_4855,M,own,39,76.0,1.0
9992,policy_4855,F,own,36,71.0,0.0
9993,policy_4855,F,dependent,17,41.0,0.0
9994,policy_4856,M,rent,48,93.0,1.0
9995,policy_4856,F,rent,56,75.0,1.0
9996,policy_4857,M,own,71,74.0,1.0
9998,policy_4859,M,rent,33,69.0,1.0
9999,policy_4860,M,rent,63,76.0,1.0
10007,policy_4864,M,rent,45,70.0,0.0
10008,policy_4864,F,rent,49,95.0,0.0
10015,policy_4868,M,rent,63,72.0,0.0
10017,policy_4870,F,own,48,45.0,0.0
10018,policy_4870,M,dependent,18,44.0,0.0
10019,policy_4870,F,dependent,17,42.0,0.0
10026,policy_4873,F,own,46,72.0,1.0
10030,policy_4875,M,dependent,17,73.0,0.0
10031,policy_4876,M,rent,70,79.0,1.0
10032,policy_4876,F,rent,32,63.0,0.0
10034,policy_4878,F,own,44,75.0,0.0
10037,policy_4881,F,own,52,90.0,1.0
10041,policy_4883,M,rent,47,86.0,0.0
10042,policy_4883,F,dependent,17,32.0,0.0
10043,policy_4884,M,rent,46,64.0,1.0
10044,policy_4884,F,rent,73,82.0,0.0
10045,policy_4884,F,dependent,18,83.0,0.0
10046,policy_4885,M,own,51,86.0,1.0
10050,policy_4888,M,own,37,69.0,0.0
10051,policy_4888,F,own,44,66.0,1.0
10053,policy_4890,M,own,41,79.0,1.0
10054,policy_4890,M,own,43,79.0,1.0
10057,policy_4892,M,own,63,86.0,0.0
10058,policy_4893,M,own,51,80.0,0.0
10059,policy_4893,F,own,62,82.0,1.0
10060,policy_4893,M,dependent,16,66.0,0.0
10061,policy_4893,F,dependent,21,84.0,1.0
10062,policy_4893,M,dependent,17,54.0,0.0
10063,policy_4893,M,dependent,17,71.0,0.0
10067,policy_4895,M,own,50,48.0,1.0
10068,policy_4895,F,dependent,18,77.0,0.0
10069,policy_4895,F,dependent,17,33.0,0.0
10070,policy_4895,F,dependent,18,71.0,0.0
10071,policy_4895,M,dependent,17,52.0,0.0
10072,policy_4895,F,dependent,18,54.0,0.0
10073,policy_4896,F,dependent,18,57.0,0.0
10074,policy_4897,M,rent,48,94.0,1.0
10075,policy_4898,F,rent,54,72.0,1.0
10076,policy_4898,F,dependent,21,59.0,1.0
10077,policy_4898,M,dependent,18,73.0,0.0
10081,policy_4900,F,rent,63,56.0,1.0
10082,policy_4901,M,rent,53,84.0,1.0
10083,policy_4901,F,rent,48,38.0,0.0
10088,policy_4904,M,own,58,60.0,0.0
10100,policy_4908,F,own,48,68.0,1.0
10104,policy_4910,F,own,62,62.0,0.0
10105,policy_4910,F,dependent,24,55.0,1.0
10106,policy_4911,M,own,40,74.0,1.0
10107,policy_4911,M,dependent,16,66.0,0.0
10108,policy_4911,M,dependent,19,44.0,0.0
10109,policy_4912,M,dependent,17,73.0,0.0
10114,policy_4915,M,own,42,78.0,0.0
10115,policy_4915,F,dependent,18,59.0,0.0
10116,policy_4915,F,dependent,17,84.0,0.0
10117,policy_4915,M,dependent,17,50.0,0.0
10118,policy_4916,F,own,29,67.0,0.0
10119,policy_4916,F,own,52,89.0,1.0
10120,policy_4916,F,dependent,18,69.0,0.0
10121,policy_4916,F,dependent,17,62.0,0.0
10122,policy_4916,M,dependent,17,62.0,0.0
10123,policy_4917,F,own,54,81.0,1.0
10124,policy_4917,M,dependent,19,84.0,0.0
10125,policy_4917,M,dependent,18,76.0,0.0
10126,policy_4917,M,dependent,19,71.0,0.0
10127,policy_4917,F,dependent,17,8.0,0.0
10128,policy_4918,M,own,39,70.0,0.0
10129,policy_4919,F,rent,56,88.0,0.0
10134,policy_4922,M,own,44,81.0,1.0
10135,policy_4922,F,dependent,22,62.0,0.0
10139,policy_4924,F,rent,46,81.0,0.0
10144,policy_4927,F,own,34,76.0,0.0
10145,policy_4927,F,dependent,18,41.0,0.0
10153,policy_4934,M,own,48,29.0,1.0
10154,policy_4934,M,own,66,62.0,0.0
10155,policy_4934,F,dependent,17,58.0,0.0
10156,policy_4934,M,dependent,16,65.0,0.0
10157,policy_4934,F,dependent,19,82.0,0.0
10160,policy_4936,M,rent,42,93.0,1.0
10161,policy_4936,F,rent,37,88.0,1.0
10165,policy_4939,M,own,58,81.0,0.0
10166,policy_4939,F,own,56,90.0,1.0
10173,policy_4943,M,dependent,17,84.0,0.0
10177,policy_4945,M,rent,54,73.0,1.0
10193,policy_4953,M,rent,48,90.0,0.0
10194,policy_4953,F,dependent,17,85.0,0.0
10195,policy_4953,M,dependent,18,71.0,0.0
10196,policy_4954,M,rent,39,62.0,0.0
10203,policy_4959,M,rent,45,73.0,0.0
10204,policy_4959,F,dependent,18,73.0,0.0
10205,policy_4959,M,dependent,18,69.0,0.0
10206,policy_4960,M,own,55,75.0,1.0
10207,policy_4960,M,own,41,94.0,0.0
10212,policy_4963,M,own,30,23.0,1.0
10213,policy_4963,M,dependent,18,57.0,0.0
10214,policy_4964,F,own,55,83.0,0.0
10215,policy_4964,M,own,52,60.0,1.0
10217,policy_4966,F,rent,61,57.0,1.0
10225,policy_4969,M,rent,60,55.0,0.0
10226,policy_4970,M,own,44,54.0,0.0
10227,policy_4970,F,own,53,76.0,0.0
10228,policy_4971,M,rent,48,84.0,0.0
10229,policy_4971,F,dependent,18,84.0,0.0
10230,policy_4971,M,dependent,20,62.0,0.0
10231,policy_4972,F,rent,66,83.0,0.0
10232,policy_4972,M,rent,54,53.0,1.0
10233,policy_4973,F,rent,33,88.0,0.0
10243,policy_4977,F,rent,59,50.0,1.0
10244,policy_4977,F,rent,57,70.0,1.0
10245,policy_4978,F,own,59,30.0,1.0
10246,policy_4978,F,own,32,95.0,1.0
10247,policy_4978,F,dependent,19,46.0,0.0
10248,policy_4978,M,dependent,17,52.0,0.0
10249,policy_4978,M,dependent,19,59.0,0.0
10250,policy_4979,M,rent,49,79.0,1.0
10251,policy_4979,F,dependent,17,58.0,0.0
10272,policy_4990,M,own,33,91.0,0.0
10275,policy_4992,M,own,28,84.0,0.0
10276,policy_4993,F,rent,49,68.0,1.0
10277,policy_4993,F,rent,44,76.0,0.0
10278,policy_4993,M,dependent,18,55.0,0.0
10292,policy_4997,M,rent,59,43.0,1.0
10297,policy_5000,F,rent,63,89.0,0.0
10298,policy_5000,M,rent,69,73.0,1.0
10299,policy_5000,F,dependent,18,23.0,0.0
10300,policy_5001,M,own,58,87.0,0.0
10301,policy_5001,F,dependent,19,64.0,0.0
10304,policy_5003,M,own,61,77.0,1.0
10305,policy_5003,F,own,52,74.0,0.0
10306,policy_5004,M,own,34,96.0,1.0
10307,policy_5004,F,dependent,20,75.0,0.0
10317,policy_5010,M,own,51,91.0,0.0
10318,policy_5010,F,dependent,17,52.0,0.0
10319,policy_5010,M,dependent,22,53.0,1.0
10322,policy_5012,M,own,49,71.0,0.0
10323,policy_5012,M,dependent,22,63.0,1.0
10324,policy_5013,M,own,43,77.0,1.0
10325,policy_5013,F,own,78,94.0,0.0
10326,policy_5013,M,dependent,17,66.0,0.0
10338,policy_5020,M,rent,34,31.0,1.0
10339,policy_5020,M,rent,42,93.0,1.0
10340,policy_5020,F,dependent,18,73.0,0.0
10341,policy_5020,F,dependent,17,45.0,0.0
10342,policy_5021,M,own,51,80.0,1.0
10343,policy_5021,F,own,57,62.0,1.0
10345,policy_5023,F,rent,50,70.0,1.0
10346,policy_5023,F,dependent,18,37.0,0.0
10347,policy_5024,F,rent,32,57.0,1.0
10348,policy_5025,F,own,50,81.0,1.0
10349,policy_5025,M,own,44,78.0,1.0
10352,policy_5028,M,rent,62,19.0,1.0
10353,policy_5028,M,dependent,20,46.0,0.0
10354,policy_5028,M,dependent,17,74.0,0.0
10355,policy_5028,F,dependent,17,44.0,0.0
10358,policy_5030,M,own,54,88.0,1.0
10359,policy_5031,F,own,82,81.0,1.0
10360,policy_5031,F,own,48,89.0,1.0
10361,policy_5031,M,dependent,18,74.0,0.0
10372,policy_5037,M,rent,52,78.0,1.0
10373,policy_5037,M,rent,46,93.0,0.0
10374,policy_5038,M,own,50,82.0,1.0
10375,policy_5038,M,dependent,18,68.0,0.0
10376,policy_5038,M,dependent,18,43.0,0.0
10380,policy_5040,M,dependent,20,82.0,0.0
10388,policy_5045,F,own,59,54.0,1.0
10395,policy_5049,M,rent,37,85.0,1.0
10396,policy_5049,F,dependent,17,46.0,0.0
10397,policy_5049,M,dependent,20,75.0,0.0
10398,policy_5049,F,dependent,17,79.0,0.0
10402,policy_5052,M,own,71,51.0,1.0
10403,policy_5052,F,own,47,70.0,1.0
10404,policy_5052,F,dependent,18,63.0,0.0
10405,policy_5052,M,dependent,18,65.0,0.0
10406,policy_5052,F,dependent,18,62.0,0.0
10407,policy_5052,F,dependent,23,62.0,1.0
10408,policy_5053,M,rent,43,82.0,0.0
10409,policy_5053,M,rent,63,54.0,1.0
10410,policy_5053,M,dependent,17,77.0,0.0
10412,policy_5055,F,rent,56,69.0,0.0
10415,policy_5057,M,own,60,70.0,1.0
10416,policy_5057,F,own,42,58.0,1.0
10417,policy_5057,F,dependent,20,74.0,0.0
10430,policy_5065,F,rent,28,73.0,0.0
10431,policy_5066,M,own,53,71.0,1.0
10434,policy_5068,M,own,50,75.0,1.0
10435,policy_5068,F,own,50,66.0,0.0
10436,policy_5068,F,dependent,18,86.0,0.0
10440,policy_5071,M,rent,48,41.0,0.0
10441,policy_5071,M,rent,50,62.0,1.0
10442,policy_5072,M,rent,46,82.0,1.0
10443,policy_5072,M,rent,62,77.0,0.0
10448,policy_5074,M,own,47,83.0,0.0
10449,policy_5074,M,own,32,70.0,1.0
10450,policy_5074,F,dependent,19,87.0,0.0
10451,policy_5074,F,dependent,17,31.0,0.0
10452,policy_5074,F,dependent,16,77.0,0.0
10453,policy_5075,M,rent,57,71.0,1.0
10454,policy_5075,F,dependent,17,73.0,0.0
10461,policy_5078,M,own,60,66.0,1.0
10462,policy_5078,M,own,98,85.0,1.0
10463,policy_5079,M,own,51,90.0,0.0
10464,policy_5080,M,rent,44,79.0,1.0
10465,policy_5080,M,rent,52,87.0,0.0
10466,policy_5080,M,dependent,17,86.0,0.0
10467,policy_5080,F,dependent,17,67.0,0.0
10469,policy_5082,M,own,38,75.0,0.0
10471,policy_5084,M,own,39,80.0,1.0
10472,policy_5084,F,dependent,18,72.0,0.0
10473,policy_5084,F,dependent,19,58.0,0.0
10474,policy_5085,M,dependent,20,59.0,0.0
10476,policy_5087,F,rent,35,7.0,0.0
10477,policy_5087,F,dependent,17,84.0,0.0
10478,policy_5088,M,own,53,55.0,1.0
10479,policy_5088,F,own,51,62.0,1.0
10480,policy_5088,F,dependent,17,77.0,0.0
10481,policy_5088,F,dependent,18,56.0,0.0
10487,policy_5090,M,own,53,87.0,0.0
10488,policy_5091,F,own,35,82.0,0.0
10489,policy_5091,M,dependent,17,83.0,0.0
10491,policy_5093,F,own,52,64.0,0.0
10493,policy_5095,F,own,72,94.0,1.0
10494,policy_5095,F,dependent,19,71.0,0.0
10495,policy_5095,M,dependent,18,16.0,0.0
10496,policy_5096,M,own,52,94.0,1.0
10497,policy_5096,F,own,43,67.0,0.0
10498,policy_5096,F,dependent,18,76.0,0.0
10499,policy_5096,F,dependent,18,46.0,0.0
10500,policy_5097,M,rent,60,67.0,1.0
10501,policy_5098,M,rent,37,86.0,1.0
10502,policy_5099,M,rent,38,79.0,0.0
10503,policy_5099,F,rent,42,97.0,0.0
10509,policy_5103,M,dependent,17,79.0,0.0
10510,policy_5104,M,own,42,66.0,1.0
10511,policy_5104,F,own,45,80.0,1.0
10512,policy_5104,M,dependent,20,72.0,0.0
10516,policy_5107,M,rent,44,74.0,0.0
10517,policy_5108,F,rent,31,71.0,1.0
10520,policy_5110,M,own,55,79.0,0.0
10521,policy_5111,F,own,63,51.0,0.0
10522,policy_5111,M,own,64,84.0,1.0
10523,policy_5111,F,dependent,22,78.0,0.0
10524,policy_5111,M,dependent,20,66.0,0.0
10532,policy_5117,M,own,31,96.0,1.0
10542,policy_5123,M,rent,47,85.0,1.0
10543,policy_5123,F,rent,55,81.0,1.0
10544,policy_5123,F,dependent,17,75.0,0.0
10545,policy_5123,F,dependent,18,66.0,0.0
10546,policy_5124,F,own,53,80.0,1.0
10547,policy_5124,F,own,54,85.0,0.0
10551,policy_5127,F,dependent,19,56.0,0.0
10563,policy_5133,M,own,32,73.0,1.0
10564,policy_5133,F,dependent,17,86.0,0.0
10565,policy_5134,M,own,41,76.0,1.0
10566,policy_5134,F,own,62,65.0,1.0
10571,policy_5138,M,rent,47,75.0,0.0
10572,policy_5138,M,rent,42,85.0,0.0
10579,policy_5143,F,rent,72,83.0,1.0
10580,policy_5144,M,own,45,81.0,1.0
10581,policy_5144,F,own,60,83.0,1.0
10582,policy_5144,M,dependent,16,59.0,0.0
10586,policy_5146,F,rent,58,80.0,1.0
10587,policy_5147,F,own,53,34.0,1.0
10588,policy_5147,M,own,47,91.0,0.0
10589,policy_5147,F,dependent,17,53.0,0.0
10590,policy_5147,F,dependent,26,85.0,1.0
10597,policy_5150,M,rent,73,24.0,1.0
10598,policy_5150,F,rent,50,77.0,1.0
10619,policy_5160,F,own,58,73.0,1.0
10620,policy_5161,F,own,44,92.0,1.0
10626,policy_5166,F,rent,41,77.0,1.0
10628,policy_5168,M,own,51,83.0,1.0
10629,policy_5168,F,own,44,77.0,0.0
10633,policy_5171,F,own,35,85.0,1.0
10634,policy_5171,F,own,67,90.0,0.0
10635,policy_5171,F,dependent,17,74.0,0.0
10636,policy_5171,M,dependent,18,78.0,0.0
10637,policy_5172,M,rent,45,65.0,0.0
10648,policy_5178,M,rent,52,66.0,1.0
10649,policy_5178,F,rent,29,67.0,1.0
10651,policy_5180,M,rent,45,89.0,0.0
10653,policy_5182,F,own,53,66.0,1.0
10655,policy_5184,M,rent,49,89.0,1.0
10656,policy_5185,M,rent,42,81.0,1.0
10657,policy_5185,F,rent,42,63.0,1.0
10658,policy_5185,F,dependent,19,64.0,0.0
10659,policy_5186,M,own,80,60.0,1.0
10660,policy_5186,F,own,77,64.0,0.0
10661,policy_5186,M,dependent,19,82.0,0.0
10662,policy_5186,F,dependent,17,52.0,0.0
10663,policy_5187,M,own,65,74.0,0.0
10666,policy_5189,M,rent,43,82.0,1.0
10672,policy_5192,F,own,39,71.0,1.0
10673,policy_5192,M,own,36,37.0,0.0
10674,policy_5192,F,dependent,18,50.0,0.0
10685,policy_5199,M,rent,51,67.0,1.0
10686,policy_5200,M,rent,32,84.0,0.0
10692,policy_5203,M,rent,56,71.0,1.0
10693,policy_5203,F,rent,60,56.0,1.0
10694,policy_5203,M,dependent,18,53.0,0.0
10698,policy_5206,F,rent,48,96.0,1.0
10699,policy_5207,M,rent,57,90.0,0.0
10701,policy_5209,F,rent,41,87.0,1.0
10702,policy_5209,M,rent,31,78.0,0.0
10703,policy_5209,F,dependent,17,39.0,0.0
10705,policy_5211,F,rent,63,87.0,1.0
10706,policy_5212,M,own,54,82.0,1.0
10707,policy_5212,M,own,29,73.0,0.0
10709,policy_5214,M,rent,50,94.0,1.0
10710,policy_5214,F,dependent,20,65.0,0.0
10718,policy_5218,M,own,75,89.0,0.0
10719,policy_5218,F,own,52,94.0,1.0
10720,policy_5219,F,own,31,74.0,1.0
10721,policy_5220,F,own,29,67.0,1.0
10723,policy_5222,M,rent,53,77.0,1.0
10724,policy_5222,F,rent,54,92.0,0.0
10730,policy_5226,M,rent,50,84.0,1.0
10731,policy_5226,F,rent,63,76.0,1.0
10733,policy_5228,M,rent,40,58.0,1.0
10734,policy_5228,F,rent,61,66.0,1.0
10735,policy_5229,F,rent,70,70.0,0.0
10738,policy_5232,M,rent,53,84.0,0.0
10739,policy_5232,F,dependent,17,66.0,0.0
10742,policy_5234,F,own,57,53.0,1.0
10743,policy_5234,F,dependent,16,60.0,0.0
10744,policy_5234,F,dependent,22,80.0,1.0
10746,policy_5236,M,rent,49,77.0,0.0
10747,policy_5236,F,rent,40,55.0,1.0
10748,policy_5237,F,rent,58,93.0,1.0
10749,policy_5237,F,dependent,17,66.0,0.0
10750,policy_5237,F,dependent,19,40.0,0.0
10761,policy_5246,F,own,54,96.0,1.0
10762,policy_5246,M,own,53,85.0,1.0
10764,policy_5248,F,own,53,69.0,0.0
10765,policy_5248,F,own,47,72.0,0.0
10782,policy_5256,M,own,51,90.0,1.0
10783,policy_5256,M,own,49,82.0,1.0
10785,policy_5258,F,own,79,76.0,1.0
10786,policy_5258,M,own,59,77.0,0.0
10794,policy_5262,M,rent,51,77.0,0.0
10795,policy_5262,M,dependent,19,48.0,0.0
10796,policy_5263,M,rent,44,88.0,0.0
10797,policy_5263,F,dependent,17,64.0,0.0
10798,policy_5263,F,dependent,17,78.0,0.0
10804,policy_5268,M,own,46,67.0,0.0
10805,policy_5268,M,dependent,20,70.0,0.0
