policy_id,discount,Home_policy_ind,quoted_amt,credit_score,Cov_package_type,CAT_zone,number_drivers,num_loaned_veh,num_owned_veh,num_leased_veh,total_number_veh,convert_ind,primary_parking,Quote_dt_2015,Quote_dt_2016,Quote_dt_2017,Quote_dt_2018,state_id_midwest,state_id_northeast,state_id_southeast,Prior_carrier_grp_Carrier_1,Prior_carrier_grp_Carrier_2,Prior_carrier_grp_Carrier_3,Prior_carrier_grp_Carrier_4,Prior_carrier_grp_Carrier_5,Prior_carrier_grp_Carrier_6,Prior_carrier_grp_Carrier_7,Prior_carrier_grp_Carrier_8,Prior_carrier_grp_Other
policy_90496,0,0,1423.0,3,1,1,2,2,3,0,5,0.0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
policy_20702,0,0,2781.0,1,2,2,3,2,3,1,6,1.0,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
policy_99171,0,0,6760.0,1,3,5,3,0,1,1,2,0.0,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
policy_56354,0,0,1298.0,2,1,3,3,0,1,2,3,0.0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
policy_9798,0,0,3647.0,2,1,1,1,1,2,1,4,0.0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
policy_3488,0,0,1784.0,4,1,1,3,1,2,0,3,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
policy_81512,0,0,3387.0,1,1,1,5,3,1,1,5,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_95586,1,1,44403.0,2,3,5,2,1,3,1,5,0.0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
policy_84827,0,0,6603.0,1,3,1,2,1,1,1,3,0.0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_64570,0,0,1544.0,4,2,2,1,2,2,0,4,0.0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
policy_58703,0,0,3092.0,2,2,1,2,1,1,0,2,0.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
policy_61924,0,0,2653.0,2,1,1,2,1,2,2,5,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
policy_22638,1,1,3149.0,1,3,4,2,2,1,0,3,0.0,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
policy_39408,0,0,778.0,4,2,1,1,0,3,0,3,1.0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
policy_76794,0,0,4788.0,3,1,2,1,3,1,0,4,0.0,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
policy_34524,0,0,16343.0,1,3,2,1,2,1,0,3,0.0,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
policy_31112,1,1,25383.0,1,3,3,2,1,1,2,4,0.0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
policy_78557,0,0,16041.0,1,3,4,1,2,1,1,4,0.0,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
policy_47041,0,0,2452.0,1,2,2,1,2,1,0,3,1.0,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
policy_747,0,0,8739.0,1,3,2,2,1,2,1,4,0.0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
policy_79960,0,0,4108.0,1,2,3,1,1,1,1,3,0.0,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
policy_23956,0,0,3424.0,1,3,5,1,0,2,1,3,0.0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
policy_77912,0,0,6617.0,1,2,3,3,2,1,0,3,0.0,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_35814,0,0,6486.0,1,3,2,2,2,1,0,3,0.0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
policy_40862,0,0,1977.0,4,1,1,4,1,1,0,2,0.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
policy_76835,0,0,4076.0,1,3,2,2,1,1,1,3,0.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
policy_75396,0,0,4089.0,2,2,3,3,2,2,0,4,0.0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
policy_10808,0,0,1902.0,4,1,4,1,2,1,2,5,0.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
policy_19502,1,1,8838.0,1,3,1,5,2,1,0,3,0.0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
policy_85776,0,0,2886.0,1,2,2,2,1,1,0,2,1.0,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_95512,0,0,28740.0,1,3,5,3,2,1,2,5,0.0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
policy_97365,0,0,9117.0,1,2,2,1,0,3,1,4,0.0,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
policy_13107,0,0,3095.0,1,2,4,6,0,1,1,2,0.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
policy_77540,1,0,1906.0,3,1,1,1,2,2,1,5,1.0,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
policy_64690,0,0,8561.0,1,3,5,3,3,2,0,5,0.0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
policy_58917,0,0,1997.0,3,2,2,1,2,3,0,5,0.0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
policy_24567,0,0,1710.0,4,2,1,1,2,2,0,4,0.0,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
policy_17225,0,0,3589.0,2,3,4,4,3,1,2,6,0.0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
policy_34495,0,0,13174.0,1,3,5,1,1,2,0,3,0.0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
policy_71391,1,1,6030.0,1,3,5,5,2,1,2,5,0.0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
policy_45158,0,0,1428.0,4,1,1,1,2,1,0,3,0.0,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
policy_13529,0,0,3330.0,1,2,2,1,0,1,1,2,0.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
policy_82842,1,1,3973.0,2,3,5,2,1,2,0,3,0.0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
policy_93323,0,0,8475.0,1,3,5,3,0,3,2,5,1.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
policy_58204,0,0,5829.0,3,2,1,5,1,2,1,4,0.0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
policy_65274,0,0,4258.0,1,3,5,3,1,2,0,3,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_68576,0,0,1445.0,4,2,1,4,1,1,0,2,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_74666,0,0,4467.0,2,1,1,1,2,2,0,4,1.0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
policy_491,0,0,15767.0,1,2,2,2,3,1,1,5,0.0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
policy_67620,0,0,4930.0,4,2,4,2,0,2,0,2,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
policy_53861,0,0,2053.0,1,1,1,1,2,2,1,5,0.0,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_54837,0,0,3129.0,2,3,5,2,2,2,0,4,0.0,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
policy_96359,1,1,2539.0,2,2,2,1,0,1,2,3,0.0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
policy_7828,1,1,2458.0,3,2,2,3,1,3,0,4,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
policy_82142,1,1,4119.0,2,2,2,1,1,1,0,2,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_82921,0,0,3833.0,2,2,1,2,1,3,0,4,0.0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_5610,0,0,9066.0,1,3,3,1,1,1,0,2,0.0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
policy_68434,0,0,1103.0,4,1,2,1,2,2,0,4,1.0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
policy_6589,1,1,2252.0,2,1,2,3,1,1,1,3,0.0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
policy_21488,0,0,3748.0,2,1,1,2,1,1,1,3,0.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
policy_86838,0,0,5284.0,1,2,4,1,1,3,0,4,0.0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
policy_69677,0,0,4928.0,2,2,5,1,2,3,0,5,1.0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
policy_58311,0,0,5775.0,4,2,2,1,1,3,0,4,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_62548,0,0,4284.0,1,2,5,1,1,1,1,3,0.0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
policy_15774,0,0,6250.0,1,3,2,1,2,2,0,4,1.0,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
policy_42516,0,0,829.0,4,1,2,1,2,3,0,5,0.0,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_78380,0,0,8279.0,1,3,1,1,1,1,1,3,0.0,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
policy_54869,0,0,3506.0,2,3,4,3,2,1,0,3,0.0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
policy_6113,0,0,7875.0,1,3,1,1,2,1,0,3,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
policy_59198,0,0,2936.0,1,1,2,1,1,1,0,2,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
policy_81034,0,0,8295.0,1,3,4,2,3,1,0,4,0.0,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
policy_82245,0,0,6167.0,1,2,3,2,2,1,0,3,0.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
policy_52199,0,0,3107.0,2,2,3,1,0,3,0,3,0.0,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
policy_95211,0,0,10717.0,1,3,5,2,1,3,1,5,0.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
policy_99828,0,0,12277.0,1,3,5,1,0,1,0,1,0.0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
policy_56665,0,0,1332.0,4,3,1,6,1,1,0,2,0.0,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
policy_70477,0,0,8050.0,1,3,5,2,1,3,1,5,0.0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_9736,1,1,3354.0,2,3,4,1,1,3,0,4,0.0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
policy_13734,0,0,3432.0,2,2,4,2,1,1,2,4,0.0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
policy_96525,0,0,2534.0,2,1,1,4,1,1,1,3,0.0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
policy_37938,1,1,669.0,4,2,1,2,2,1,0,3,0.0,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
policy_81683,0,0,7966.0,1,3,4,1,1,1,0,2,0.0,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_51465,0,0,793.0,4,2,3,3,2,1,1,4,0.0,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
policy_98109,1,1,8220.0,1,3,5,1,3,2,0,5,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
policy_94311,0,0,6453.0,1,3,1,3,2,2,1,5,1.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
policy_64231,0,0,8982.0,1,3,5,2,2,2,0,4,0.0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
policy_56277,0,0,1646.0,4,1,1,1,2,1,1,4,0.0,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
policy_403,0,0,13301.0,1,2,2,5,1,1,1,3,0.0,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
policy_74100,0,0,3145.0,2,1,1,5,3,1,1,5,0.0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
policy_8307,0,0,6821.0,1,3,5,1,1,1,1,3,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
policy_73386,0,0,2917.0,2,3,5,2,0,1,1,2,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
policy_92629,0,0,3460.0,1,2,2,1,1,1,0,2,0.0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
policy_61436,0,0,5650.0,3,2,1,2,2,1,0,3,0.0,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
policy_18154,0,0,1738.0,4,2,3,3,2,1,0,3,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
policy_57684,0,0,4398.0,3,3,4,5,2,2,2,6,0.0,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
policy_51980,0,0,4022.0,2,3,4,2,1,1,1,3,0.0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
policy_85407,1,1,1312.0,4,3,5,6,0,2,0,2,0.0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
policy_90008,0,0,4034.0,1,1,5,1,1,3,1,5,0.0,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_16206,1,1,2347.0,1,1,2,5,1,3,0,4,0.0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
policy_12115,0,0,4017.0,1,2,2,2,0,1,0,1,0.0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
policy_20822,1,1,5796.0,2,2,5,1,1,2,0,3,0.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
policy_28851,0,0,2238.0,4,3,4,3,1,2,1,4,0.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
policy_44457,0,0,1465.0,4,3,5,2,2,2,1,5,0.0,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
policy_78577,1,1,2464.0,1,1,2,2,2,3,0,5,0.0,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
policy_42839,1,0,3187.0,2,1,1,5,2,2,0,4,0.0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_88952,0,0,4835.0,1,2,2,2,0,2,1,3,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
policy_7889,0,0,4157.0,2,2,4,1,0,1,0,1,0.0,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
policy_42392,0,0,2500.0,2,2,3,1,2,1,2,5,0.0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
policy_10829,0,0,2894.0,1,2,3,2,2,2,0,4,0.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
policy_35610,0,0,5828.0,1,2,3,1,1,2,0,3,0.0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
policy_98743,0,0,16984.0,2,3,4,2,1,3,0,4,0.0,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
policy_28245,1,0,5001.0,1,1,2,2,2,1,0,3,0.0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
policy_69475,0,0,20355.0,1,3,4,4,1,2,0,3,0.0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
policy_93603,0,0,10049.0,1,3,5,2,3,2,0,5,0.0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
policy_2859,0,0,2313.0,1,2,4,1,0,1,0,1,1.0,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
policy_66483,0,0,9639.0,1,3,3,2,3,2,0,5,0.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_42184,1,1,1090.0,4,1,2,1,3,1,0,4,0.0,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
policy_44791,1,1,2258.0,3,1,5,2,1,2,1,4,0.0,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_21062,1,1,3543.0,2,1,2,5,1,2,0,3,1.0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
policy_55601,0,0,5852.0,2,1,2,2,0,1,0,1,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
policy_14566,1,1,6250.0,1,3,3,2,0,2,1,3,0.0,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
policy_36872,0,0,6788.0,1,3,2,4,3,1,1,5,0.0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
policy_9358,0,0,1946.0,4,3,5,1,3,1,1,5,0.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
policy_50024,0,0,3335.0,2,3,2,3,1,1,0,2,0.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
policy_80248,1,1,7697.0,1,1,2,3,1,2,0,3,0.0,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
policy_34917,0,0,14364.0,1,3,4,5,2,2,0,4,0.0,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
policy_78891,0,0,2731.0,2,2,3,1,2,1,2,5,0.0,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_87170,0,0,1468.0,4,1,5,5,3,3,0,6,0.0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
policy_76320,0,0,1657.0,4,1,1,1,0,1,0,1,0.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
policy_29233,1,1,7274.0,1,3,4,2,2,1,1,4,0.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
policy_84425,0,0,9611.0,1,3,4,2,2,1,0,3,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
policy_16880,0,0,4244.0,2,2,1,4,0,3,1,4,0.0,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
policy_31365,1,1,13399.0,1,2,3,1,1,2,1,4,0.0,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
policy_35419,0,0,3462.0,1,1,1,2,1,2,1,4,1.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
policy_6317,0,0,4308.0,2,1,2,3,3,1,0,4,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
policy_86993,0,0,3114.0,1,2,4,1,3,1,1,5,0.0,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_24699,0,0,2675.0,2,1,1,2,0,3,1,4,0.0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
policy_30996,0,0,17010.0,1,3,2,3,0,3,0,3,1.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
policy_99999,1,0,11819.0,1,3,4,2,0,2,0,2,0.0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
policy_99870,1,1,28500.0,1,3,4,1,1,2,1,4,0.0,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
policy_4044,0,0,2884.0,2,1,1,2,1,1,0,2,0.0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
policy_4271,0,0,1669.0,4,2,1,5,0,2,2,4,0.0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
policy_5001,0,0,2659.0,3,2,1,2,2,1,0,3,0.0,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
policy_9426,0,0,2365.0,2,2,2,1,1,1,0,2,0.0,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
policy_77535,1,1,6848.0,1,3,3,2,2,1,1,4,0.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
policy_58651,1,1,6190.0,1,3,5,2,1,1,0,2,0.0,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_62416,0,0,5899.0,2,3,5,1,0,1,0,1,0.0,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
policy_26027,1,0,5810.0,3,3,4,2,3,3,1,7,0.0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
policy_31470,0,0,24501.0,1,2,2,2,2,1,0,3,0.0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
policy_42476,1,0,2318.0,2,3,5,1,2,3,0,5,0.0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_85147,0,0,6565.0,1,3,1,1,2,3,0,5,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
policy_16648,0,0,5466.0,3,2,2,2,1,1,1,3,0.0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
policy_98573,0,0,10897.0,1,3,1,1,2,2,1,5,0.0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
policy_65165,0,0,1599.0,3,2,1,1,1,3,0,4,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_26392,0,0,5512.0,2,2,4,2,3,1,0,4,0.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
policy_22277,0,0,2383.0,2,2,3,5,1,2,0,3,0.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
policy_37880,0,0,2698.0,2,3,4,3,2,2,1,5,0.0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
policy_87439,0,0,6586.0,1,3,5,1,1,1,1,3,0.0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
policy_71798,1,1,2026.0,1,2,2,2,1,1,1,3,0.0,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_97443,0,0,22800.0,1,1,2,3,0,1,0,1,0.0,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
policy_76638,1,1,7073.0,1,3,4,6,2,1,0,3,0.0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
policy_34715,0,0,2578.0,1,3,5,1,1,2,0,3,0.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
policy_75720,0,0,9205.0,1,3,5,4,2,1,0,3,0.0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
policy_94843,0,0,4920.0,2,3,3,3,2,2,2,6,0.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
policy_21861,0,0,1081.0,4,3,5,3,0,1,0,1,0.0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
policy_87700,0,0,4355.0,3,2,2,1,0,2,1,3,0.0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_68592,0,0,5112.0,1,2,1,3,2,3,1,6,0.0,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
policy_86278,0,0,3885.0,1,2,4,2,1,2,0,3,0.0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
policy_1025,0,0,8846.0,1,3,5,1,3,2,2,7,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
policy_88331,0,0,8749.0,1,3,4,1,2,1,1,4,0.0,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_32339,1,1,43757.0,1,3,5,4,1,2,0,3,0.0,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
policy_14311,0,0,1272.0,3,2,3,1,1,1,0,2,0.0,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
policy_88909,0,0,8433.0,1,2,4,1,1,2,0,3,0.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
policy_84569,0,0,5588.0,2,1,1,4,2,3,0,5,1.0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_97008,0,0,4000.0,2,2,2,2,1,1,1,3,0.0,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
policy_96430,0,0,4309.0,2,2,3,1,1,3,0,4,0.0,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
policy_36424,0,0,3636.0,2,2,3,1,2,1,1,4,0.0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
policy_68714,0,0,3030.0,1,2,5,2,1,1,0,2,0.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_15135,1,1,2605.0,2,2,5,1,1,1,0,2,0.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
policy_93932,0,0,5319.0,2,2,4,1,2,2,0,4,0.0,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_60026,0,0,2820.0,1,2,5,1,1,2,0,3,1.0,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
policy_60021,0,0,2718.0,1,2,4,2,2,2,0,4,1.0,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
policy_40471,0,0,1239.0,4,2,2,1,3,2,0,5,0.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
policy_5596,1,1,703.0,4,1,2,2,0,1,2,3,0.0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
policy_96361,1,1,11964.0,1,2,4,2,2,3,1,6,0.0,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
policy_15971,1,1,2825.0,1,3,1,2,1,2,0,3,1.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
policy_14826,0,0,3108.0,2,3,5,1,1,1,1,3,0.0,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
policy_46574,1,1,2560.0,1,1,1,1,1,2,0,3,0.0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_39363,0,0,2176.0,2,1,1,1,2,1,0,3,0.0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
policy_7479,0,0,2878.0,2,2,4,4,1,1,0,2,0.0,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
policy_32849,0,0,11496.0,1,3,5,2,1,1,1,3,0.0,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
policy_72044,1,1,4097.0,2,1,1,1,2,1,0,3,0.0,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
policy_57130,0,0,2277.0,2,2,4,1,1,1,0,2,0.0,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_95555,0,0,22450.0,2,3,3,2,1,1,1,3,0.0,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
policy_97661,0,0,37777.0,1,3,4,2,0,1,1,2,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
policy_47360,1,1,1294.0,4,3,5,2,2,1,1,4,0.0,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
policy_42692,0,0,971.0,4,2,4,2,3,1,1,5,0.0,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
policy_56321,0,0,5657.0,1,2,2,1,2,3,0,5,0.0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
